Violation Id,Primary,Violation Number,Violation Date,Violation Item,Violation Item Description,Citation Number,Corrective Action,Inspection Number,Address,Zipcode,Battalion,Station Area,Fire Prevention District,Status,Close Date,Supervisor District,Neighborhood  District,X,Y
0905-001407DOR07,,0905-0014,5/1/09,07DOR07,doors / self-closers,,,65552,750  Ofarrell St,94109,4,3,4,closed,5/8/09,6,Tenderloin,37.78553968,-122.4172526
0905-001407DOR08,,0905-0014,5/1/09,07DOR08,doors / latches,,,65552,750  Ofarrell St,94109,4,3,4,closed,5/8/09,6,Tenderloin,37.78553968,-122.4172526
0905-001507PER01Y,Y,0905-0015,5/1/09,07PER01,permit / general,,,,155  Eddy St,94102,3,1,03W,closed,8/24/09,6,Tenderloin,37.78396032,-122.4101429
0905-002107ILL02Y,Y,0905-0021,5/4/09,07ILL02,illumination / repair emergency lighting,,,,4076  17th St,94114,2,6,5,closed,3/1/10,8,Castro/Upper Market,37.76275312,-122.4368995
0905-0038SFCY,Y,0905-0038,5/6/09,SFC,2007 san francisco fire code,,,65659,490  Post St,94102,1,1,01W,closed,10/26/09,3,Nob Hill,37.78830963,-122.4098298
0905-007307EXT04Y,Y,0905-0073,5/15/09,07EXT04,extinguisher / service required,,,,1173  Hayes St,94117,5,21,5,closed,5/19/09,5,Hayes Valley,37.77503925,-122.4356288
0905-007307PEN22,,0905-0073,5/15/09,07PEN22,penetrations / fire rating maintained,,,,1173  Hayes St,94117,5,21,5,closed,5/19/09,5,Hayes Valley,37.77503925,-122.4356288
0905-0073SFC,,0905-0073,5/15/09,SFC,2007 san francisco fire code,,,,1173  Hayes St,94117,5,21,5,closed,5/19/09,5,Hayes Valley,37.77503925,-122.4356288
0905-007707PER01Y,Y,0905-0077,5/9/09,07PER01,permit / general,,,65738,2801  Leavenworth St,94109,1,28,01W,closed,5/26/09,2,Russian Hill,37.80727797,-122.4194708
0905-009807PER01Y,Y,0905-0098,5/13/09,07PER01,permit / general,,obtain permit,,1  Pier 31,94111,1,60,01N,closed,5/14/09,3,North Beach,37.8068664,-122.404911
0905-0099SFCY,Y,0905-0099,5/13/09,SFC,2007 san francisco fire code,,correct - no permit,65972,566  - 568 Elizabeth St,94114,6,11,6,closed,1/19/16,8,Noe Valley,37.75237933,-122.4334648
0905-0131SFCY,Y,0905-0131,5/19/09,SFC,2007 san francisco fire code,,,65892,3855  - 3859 23rd St,94114,6,11,6,closed,5/20/09,8,Noe Valley,37.75309784,-122.4289617
0905-013507ALR12Y,Y,0905-0135,5/21/09,07ALR12,alarm system / system maintained,,correct - no permit,66016,2420  Steiner St,94115,4,38,4,closed,3/4/15,2,Pacific Heights,37.79191221,-122.4357694
0905-015407ALR12,,0905-0154,5/21/09,07ALR12,alarm system / system maintained,,,,799  Oak St,94117,5,5,5,closed,5/21/09,5,Hayes Valley,37.77353729,-122.4322452
0905-015407EXT04Y,Y,0905-0154,5/21/09,07EXT04,extinguisher / service required,,,,799  Oak St,94117,5,5,5,closed,5/21/09,5,Hayes Valley,37.77353729,-122.4322452
0905-015407EXT15,,0905-0154,5/21/09,07EXT15,extinguisher / required,,,,799  Oak St,94117,5,5,5,closed,5/21/09,5,Hayes Valley,37.77353729,-122.4322452
0905-015807EXT22Y,Y,0905-0158,5/21/09,07EXT22,extinguishers / upgrade to ul 300,,obtain permit,,3200  Fillmore St,94123,4,16,4,closed,3/4/15,2,Marina,37.79915433,-122.4356904
0905-015907HAZ06,,0905-0159,5/21/09,07HAZ06,hazard / secure/protect gas cylinders,,,65971,121  Spear St,94105,3,35,03N,closed,6/11/09,6,Financial District/South Beach,37.79188786,-122.392751
0905-015907HAZ06Y,Y,0905-0159,5/21/09,07HAZ06,hazard / secure/protect gas cylinders,,,65971,121  Spear St,94105,3,35,03N,closed,6/11/09,6,Financial District/South Beach,37.79188786,-122.392751
0905-016107PER01Y,Y,0905-0161,5/22/09,07PER01,permit / general,,,66053,866  - 888 Brannan St,94103,3,29,03W,closed,9/7/10,6,South of Market,37.77201499,-122.4051932
0905-016207EXT04,,0905-0162,5/22/09,07EXT04,extinguisher / service required,,,66049,866  - 888 Brannan St,94103,3,29,03W,closed,3/19/10,6,South of Market,37.77201499,-122.4051932
0905-016207PER01Y,Y,0905-0162,5/22/09,07PER01,permit / general,,,66049,866  - 888 Brannan St,94103,3,29,03W,closed,3/19/10,6,South of Market,37.77201499,-122.4051932
0905-0162SFC,,0905-0162,5/22/09,SFC,2007 san francisco fire code,,,66049,866  - 888 Brannan St,94103,3,29,03W,closed,3/19/10,6,South of Market,37.77201499,-122.4051932
0905-0207SFC,,0905-0207,5/27/09,SFC,2007 san francisco fire code,,,,1760  Yosemite Ave,94124,10,17,10,closed,5/27/09,10,Bayview Hunters Point,37.72875549,-122.3944089
0905-0165SFCY,Y,0905-0165,5/22/09,SFC,2007 san francisco fire code,,correct - no permit,,2650  - 2690 03rd St,94107,10,25,10,closed,8/5/09,10,Potrero Hill,37.75592797,-122.388603
0905-016607EXT04Y,Y,0905-0166,5/22/09,07EXT04,extinguisher / service required,,,66108,1265  Thomas Ave,94124,10,17,10,closed,5/26/09,10,Bayview Hunters Point,37.72670969,-122.3852947
0905-016607HAZ04,,0905-0166,5/22/09,07HAZ04,hazard / flam. liq. storage cabinets,,,66108,1265  Thomas Ave,94124,10,17,10,closed,5/26/09,10,Bayview Hunters Point,37.72670969,-122.3852947
0905-0166SFC,,0905-0166,5/22/09,SFC,2007 san francisco fire code,,,66108,1265  Thomas Ave,94124,10,17,10,closed,5/26/09,10,Bayview Hunters Point,37.72670969,-122.3852947
0905-017007ALR12Y,Y,0905-0170,5/28/09,07ALR12,alarm system / system maintained,,correct - no permit,,2985  Pacific Ave,94115,4,10,4,closed,3/4/15,2,Pacific Heights,37.79187221,-122.4441993
0905-017007SPR08,,0905-0170,5/28/09,07SPR08,sprinkler / 5-year service,,correct - no permit,,2985  Pacific Ave,94115,4,10,4,closed,3/4/15,2,Pacific Heights,37.79187221,-122.4441993
0905-017107STD09Y,Y,0905-0171,6/15/09,07STD09,standpipes / maintenance,,,66725,2001  Pierce St,94115,4,38,4,closed,8/6/09,2,Pacific Heights,37.7887516,-122.4374334
0905-0176SFCY,Y,0905-0176,5/22/09,SFC,2007 san francisco fire code,,,,2000  19th Ave,94116,8,40,8,closed,8/12/09,7,Inner Sunset,37.75027712,-122.4758819
0905-017707ILL14,,0905-0177,5/23/09,07ILL14,illumination / exit sign visibility impaired,,,,891  Beach St,94109,1,28,01W,closed,7/7/09,2,Russian Hill,37.80611647,-122.4235461
0905-017707PER01Y,Y,0905-0177,5/23/09,07PER01,permit / general,,,,891  Beach St,94109,1,28,01W,closed,7/7/09,2,Russian Hill,37.80611647,-122.4235461
0905-0177SFC,,0905-0177,5/23/09,SFC,2007 san francisco fire code,,,,891  Beach St,94109,1,28,01W,closed,7/7/09,2,Russian Hill,37.80611647,-122.4235461
0905-0178SFCY,Y,0905-0178,5/23/09,SFC,2007 san francisco fire code,,,66080,473  Broadway,94133,1,13,01N,closed,5/26/09,3,North Beach,37.79787529,-122.4049465
0905-0179SFCY,Y,0905-0179,5/23/09,SFC,2007 san francisco fire code,,obtain permit,,1546  - 1548 Stockton St,94133,1,28,01N,closed,5/26/09,3,North Beach,37.80011028,-122.4089
0905-018007DOR08Y,Y,0905-0180,5/24/09,07DOR08,doors / latches,,,66083,85  Campton Pl,94108,1,1,01W,closed,6/4/09,3,Financial District/South Beach,37.78880952,-122.4065518
0905-018207ILL02Y,Y,0905-0182,5/26/09,07ILL02,illumination / repair emergency lighting,,,66148,550  Jessie St,94103,3,1,03W,closed,7/9/09,6,South of Market,37.78099803,-122.4101681
0905-019907EXI02,,0905-0199,5/26/09,07EXI02,exits / storage in pathway,,,66096,550  Geary St,94102,1,3,01W,closed,6/18/09,3,Tenderloin,37.78709779,-122.4125378
0905-019907ILL14,,0905-0199,5/26/09,07ILL14,illumination / exit sign visibility impaired,,,66096,550  Geary St,94102,1,3,01W,closed,6/18/09,3,Tenderloin,37.78709779,-122.4125378
0905-019907PER01Y,Y,0905-0199,5/26/09,07PER01,permit / general,,,66096,550  Geary St,94102,1,3,01W,closed,6/18/09,3,Tenderloin,37.78709779,-122.4125378
0905-020007EXI13Y,Y,0905-0200,5/26/09,07EXI13,exits/fire escapes,,,,916  Pacific Ave,94133,1,2,01N,closed,10/14/09,3,Chinatown,37.7967066,-122.4104743
0905-020707ELE07,,0905-0207,5/27/09,07ELE07,electrical / hazards,,,,1760  Yosemite Ave,94124,10,17,10,closed,5/27/09,10,Bayview Hunters Point,37.72875549,-122.3944089
0905-020707EXT04Y,Y,0905-0207,5/27/09,07EXT04,extinguisher / service required,,,,1760  Yosemite Ave,94124,10,17,10,closed,5/27/09,10,Bayview Hunters Point,37.72875549,-122.3944089
0905-020707HAZ04,,0905-0207,5/27/09,07HAZ04,hazard / flam. liq. storage cabinets,,,,1760  Yosemite Ave,94124,10,17,10,closed,5/27/09,10,Bayview Hunters Point,37.72875549,-122.3944089
0907-0162OTH,,0907-0162,7/16/09,OTH,oth,,,71225,2633  San Bruno Ave,94134,10,42,10,closed,7/28/09,9,Portola,37.72846549,-122.4036615
0905-021907ILL14Y,Y,0905-0219,5/28/09,07ILL14,illumination / exit sign visibility impaired,,,66375,901  - 931 Kearny St,94133,1,2,01N,closed,6/5/09,3,Chinatown,37.7964388,-122.4053839
0905-022207EXT19Y,Y,0905-0222,5/28/09,07EXT19,extinguisher / commercial cooking service,,,66196,131  - 141 Steuart St,94105,3,35,03N,closed,9/30/09,6,Financial District/South Beach,37.79297031,-122.3925761
0905-022207EXT22,,0905-0222,5/28/09,07EXT22,extinguishers / upgrade to ul 300,,,66196,131  - 141 Steuart St,94105,3,35,03N,closed,9/30/09,6,Financial District/South Beach,37.79297031,-122.3925761
0905-022307PER01Y,Y,0905-0223,5/28/09,07PER01,permit / general,,obtain permit,,2000  Oakdale Ave,94124,10,9,10,closed,2/25/15,10,Bayview Hunters Point,37.73942106,-122.3979188
0905-022407PER01Y,Y,0905-0224,5/28/09,07PER01,permit / general,,,,2000  Oakdale Ave,94124,10,9,10,closed,10/14/09,10,Bayview Hunters Point,37.73942106,-122.3979188
0905-0231SFCY,Y,0905-0231,5/29/09,SFC,2007 san francisco fire code,,,,1473  Revere Ave,94124,10,17,10,closed,5/29/09,10,Bayview Hunters Point,37.73013082,-122.3879901
0905-023207DOR03Y,Y,0905-0232,5/29/09,07DOR03,doors / repair or replace rated,,,66271,37  - 55 Mason St,94102,3,1,03W,closed,1/26/10,6,Tenderloin,37.78402856,-122.4096076
0905-0232SFC,,0905-0232,5/29/09,SFC,2007 san francisco fire code,,,66271,37  - 55 Mason St,94102,3,1,03W,closed,1/26/10,6,Tenderloin,37.78402856,-122.4096076
0905-0241SFCY,Y,0905-0241,5/31/09,SFC,2007 san francisco fire code,,,,1601  Fillmore St,94115,4,38,4,closed,6/4/09,5,Japantown,37.78456295,-122.4334166
0906-002007ALR12,,0906-0020,6/2/09,07ALR12,alarm system / system maintained,,,66356,333  Market St,94105,3,35,03N,closed,2/8/10,6,Financial District/South Beach,37.79186173,-122.397674
0906-002007ALR12Y,Y,0906-0020,6/2/09,07ALR12,alarm system / system maintained,,,66356,333  Market St,94105,3,35,03N,closed,2/8/10,6,Financial District/South Beach,37.79186173,-122.397674
0906-003407REC16Y,Y,0906-0034,6/3/09,07REC16,records / sffd binder for review for 3 years,,,84137,757  - 765 Market St,94103,3,1,03N,closed,5/11/10,6,Financial District/South Beach,37.78621198,-122.4043033
0906-0036SFCY,Y,0906-0036,6/3/09,SFC,2007 san francisco fire code,,,66411,200  Toland St,94124,10,9,10,closed,8/5/09,10,Bayview Hunters Point,37.74612319,-122.3974988
0906-0037SFCY,Y,0906-0037,6/3/09,SFC,2007 san francisco fire code,,obtain permit,,3300  Cesar Chavez St,94110,6,11,6,closed,3/19/15,9,Mission,37.74854981,-122.4161707
0906-003807EXI16,,0906-0038,6/3/09,07EXI16,exits / doors unlock on alarm,,,66394,562  - 566 Market St,94104,1,13,01S,closed,6/4/10,3,Financial District/South Beach,37.78987904,-122.4011884
0906-0038SFC,,0906-0038,6/3/09,SFC,2007 san francisco fire code,,,66394,562  - 566 Market St,94104,1,13,01S,closed,6/4/10,3,Financial District/South Beach,37.78987904,-122.4011884
0906-0038SFCY,Y,0906-0038,6/3/09,SFC,2007 san francisco fire code,,,66394,562  - 566 Market St,94104,1,13,01S,closed,6/4/10,3,Financial District/South Beach,37.78987904,-122.4011884
0906-0042SFCY,Y,0906-0042,6/4/09,SFC,2007 san francisco fire code,,,66446,401  Potrero Ave,94110,2,29,02S,closed,12/16/09,10,Potrero Hill,37.76428498,-122.4070583
0906-0043SFCY,Y,0906-0043,6/4/09,SFC,2007 san francisco fire code,,correct - no permit,66444,2175  - 2185 Market St,94114,2,6,02S,closed,2/25/15,8,Castro/Upper Market,37.76650221,-122.4298651
0906-0050SFCY,Y,0906-0050,6/5/09,SFC,2007 san francisco fire code,,,66490,562  - 566 Market St,94104,1,13,01S,closed,6/5/09,3,Financial District/South Beach,37.78987904,-122.4011884
0906-005407ELE07Y,Y,0906-0054,6/5/09,07ELE07,electrical / hazards,,,,636  - 650 California St,94108,1,13,01N,closed,1/8/10,3,Chinatown,37.79293666,-122.4052072
0906-005707ALR12Y,Y,0906-0057,6/8/09,07ALR12,alarm system / system maintained,,,71705,3535  Fillmore St,94123,4,16,4,closed,7/30/09,2,Marina,37.80208928,-122.4369707
0906-005707EXT04,,0906-0057,6/8/09,07EXT04,extinguisher / service required,,,71705,3535  Fillmore St,94123,4,16,4,closed,7/30/09,2,Marina,37.80208928,-122.4369707
0906-007107PER01Y,Y,0906-0071,6/8/09,07PER01,permit / general,,,,580  - 598 Geary St,94102,1,3,01W,closed,6/9/09,3,Tenderloin,37.78695861,-122.41298
0906-007207PER01Y,Y,0906-0072,6/8/09,07PER01,permit / general,,,,347  Geary St,94102,1,1,01W,closed,6/11/09,3,Tenderloin,37.7870929,-122.4088736
0906-008807EXT15,,0906-0088,6/10/09,07EXT15,extinguisher / required,,,,2001  Oakdale Ave,94124,10,42,10,closed,6/26/09,10,Bayview Hunters Point,37.73877347,-122.3982269
0906-008807PER01Y,Y,0906-0088,6/10/09,07PER01,permit / general,,,,2001  Oakdale Ave,94124,10,42,10,closed,6/26/09,10,Bayview Hunters Point,37.73877347,-122.3982269
0906-0088SFC,,0906-0088,6/10/09,SFC,2007 san francisco fire code,,,,2001  Oakdale Ave,94124,10,42,10,closed,6/26/09,10,Bayview Hunters Point,37.73877347,-122.3982269
0906-0093SFCY,Y,0906-0093,6/10/09,SFC,2007 san francisco fire code,,,,4100  - 4108 24th St,94114,6,24,6,closed,4/30/10,8,Noe Valley,37.75143742,-122.4343804
0906-009507DOR07,,0906-0095,6/11/09,07DOR07,doors / self-closers,,correct - no permit,66662,371  - 377 Broadway,94133,1,13,01N,closed,6/11/09,3,North Beach,37.79809197,-122.4033786
0906-009507EXI13Y,Y,0906-0095,6/11/09,07EXI13,exits/fire escapes,,correct - no permit,66662,371  - 377 Broadway,94133,1,13,01N,closed,6/11/09,3,North Beach,37.79809197,-122.4033786
0906-009507ILL02,,0906-0095,6/11/09,07ILL02,illumination / repair emergency lighting,,correct - no permit,66662,371  - 377 Broadway,94133,1,13,01N,closed,6/11/09,3,North Beach,37.79809197,-122.4033786
0906-009507SPR01,,0906-0095,6/11/09,07SPR01,sprinkler / obstructions,,correct - no permit,66662,371  - 377 Broadway,94133,1,13,01N,closed,6/11/09,3,North Beach,37.79809197,-122.4033786
0906-010507ELE07Y,Y,0906-0105,6/11/09,07ELE07,electrical / hazards,,,66651,121  Spear St,94105,3,35,03N,closed,7/1/09,6,Financial District/South Beach,37.79188786,-122.392751
0906-010507EXT08,,0906-0105,6/11/09,07EXT08,extinguisher / obstructions,,,66651,121  Spear St,94105,3,35,03N,closed,7/1/09,6,Financial District/South Beach,37.79188786,-122.392751
0906-010507PEN02,,0906-0105,6/11/09,07PEN02,"penetrations/corridor walls, ceilings",,,66651,121  Spear St,94105,3,35,03N,closed,7/1/09,6,Financial District/South Beach,37.79188786,-122.392751
0906-010507SPR01,,0906-0105,6/11/09,07SPR01,sprinkler / obstructions,,,66651,121  Spear St,94105,3,35,03N,closed,7/1/09,6,Financial District/South Beach,37.79188786,-122.392751
0906-010607EXI13Y,Y,0906-0106,6/11/09,07EXI13,exits/fire escapes,,correct - no permit,,371  - 377 Broadway,94133,1,13,01N,closed,8/11/09,3,North Beach,37.79809197,-122.4033786
0906-010707EXT22Y,Y,0906-0107,6/11/09,07EXT22,extinguishers / upgrade to ul 300,,,66648,4690  - 4696 18th St,94114,6,24,5,closed,10/9/09,8,Castro/Upper Market,37.76050675,-122.4432479
0906-0108SFCY,Y,0906-0108,6/11/09,SFC,2007 san francisco fire code,,,66633,835  - 837 South Van Ness Ave,94110,6,7,6,closed,7/2/09,9,Mission,37.75983452,-122.4168188
0906-0118SFC,,0906-0118,6/15/09,SFC,2007 san francisco fire code,,,71354,3330  California St,94118,4,10,4,closed,7/20/09,2,Presidio Heights,37.78716647,-122.4496198
0906-0118SFCY,Y,0906-0118,6/15/09,SFC,2007 san francisco fire code,,,71354,3330  California St,94118,4,10,4,closed,7/20/09,2,Presidio Heights,37.78716647,-122.4496198
0906-013007REC16Y,Y,0906-0130,6/15/09,07REC16,records / sffd binder for review for 3 years,,,84177,747  - 765 Market St,94103,3,1,03N,closed,5/12/10,6,Financial District/South Beach,37.78621198,-122.4043033
0906-013907ELE05,,0906-0139,6/16/09,07ELE05,electrical / extension cords,,correct - no permit,66801,1  Pier 39,94133,1,1,01N,closed,2/26/15,3,North Beach,37.808871,-122.409848
0906-013907EXT04Y,Y,0906-0139,6/16/09,07EXT04,extinguisher / service required,,correct - no permit,66801,1  Pier 39,94133,1,1,01N,closed,2/26/15,3,North Beach,37.808871,-122.409848
0906-013907EXT19,,0906-0139,6/16/09,07EXT19,extinguisher / commercial cooking service,,correct - no permit,66801,1  Pier 39,94133,1,1,01N,closed,2/26/15,3,North Beach,37.808871,-122.409848
0906-014007EXI13Y,Y,0906-0140,6/16/09,07EXI13,exits/fire escapes,,,,1900  Eddy St,94115,5,10,5,closed,6/17/09,5,Western Addition,37.78072371,-122.4392734
0906-0162SFCY,Y,0906-0162,6/17/09,SFC,2007 san francisco fire code,,,66840,960  Howard St,94103,3,1,03W,closed,8/31/09,6,South of Market,37.78072838,-122.4065266
0906-016307EXT19Y,Y,0906-0163,6/17/09,07EXT19,extinguisher / commercial cooking service,,,66831,131  - 141 Steuart St,94105,3,35,03N,closed,9/30/09,6,Financial District/South Beach,37.79297031,-122.3925761
0906-0163SFC,,0906-0163,6/17/09,SFC,2007 san francisco fire code,,,66831,131  - 141 Steuart St,94105,3,35,03N,closed,9/30/09,6,Financial District/South Beach,37.79297031,-122.3925761
0906-016407REC16Y,Y,0906-0164,6/17/09,07REC16,records / sffd binder for review for 3 years,,correct - no permit,66822,665  Pine St,94108,1,2,01W,closed,3/24/15,3,Financial District/South Beach,37.79115774,-122.4067894
0906-016407REC23,,0906-0164,6/17/09,07REC23,records / fire safety director,,correct - no permit,66822,665  Pine St,94108,1,2,01W,closed,3/24/15,3,Financial District/South Beach,37.79115774,-122.4067894
0906-016507PER01,,0906-0165,6/17/09,07PER01,permit / general,,correct - no permit,66825,1100  Sacramento St,94108,1,41,01N,closed,8/31/11,3,Nob Hill,37.79295425,-122.4113839
0906-016507REC16Y,Y,0906-0165,6/17/09,07REC16,records / sffd binder for review for 3 years,,correct - no permit,66825,1100  Sacramento St,94108,1,41,01N,closed,8/31/11,3,Nob Hill,37.79295425,-122.4113839
0906-016607STO18Y,Y,0906-0166,6/17/09,07STO18,storage / combustibles in exit path,,,66877,1  - 11 Cabrillo St,94118,7,31,7,closed,8/5/10,1,Inner Richmond,37.77538622,-122.4588024
0906-016707DEC01Y,Y,0906-0167,6/17/09,7-Dec-01,decorative materials curtains,,,66833,843  - 845 Market St,94103,3,1,03N,closed,7/2/09,6,South of Market,37.78410039,-122.4061446
0906-0167SFC,,0906-0167,6/17/09,SFC,2007 san francisco fire code,,,66833,843  - 845 Market St,94103,3,1,03N,closed,7/2/09,6,South of Market,37.78410039,-122.4061446
0906-018907ALR12Y,Y,0906-0189,6/19/09,07ALR12,alarm system / system maintained,,correct - no permit,,260  Golden Gate Ave,94102,2,1,02N,closed,8/25/09,6,Tenderloin,37.78201068,-122.4149739
0906-019507ALR12,,0906-0195,6/19/09,07ALR12,alarm system / system maintained,,,66924,499  Walnut St,94118,4,10,4,closed,7/20/09,2,Presidio Heights,37.78722827,-122.448708
0906-019507DOR02,,0906-0195,6/19/09,07DOR02,doors / blocked open,,,66924,499  Walnut St,94118,4,10,4,closed,7/20/09,2,Presidio Heights,37.78722827,-122.448708
0906-019507DOR25,,0906-0195,6/19/09,07DOR25,doors / non-conforming hardware,,,66924,499  Walnut St,94118,4,10,4,closed,7/20/09,2,Presidio Heights,37.78722827,-122.448708
0906-019507EXT04Y,Y,0906-0195,6/19/09,07EXT04,extinguisher / service required,,,66924,499  Walnut St,94118,4,10,4,closed,7/20/09,2,Presidio Heights,37.78722827,-122.448708
0906-021107ALR12Y,Y,0906-0211,6/30/09,07ALR12,alarm system / system maintained,,,,1850  Fulton St,94117,5,21,5,closed,6/30/09,1,Lone Mountain/USF,37.77586618,-122.4472634
0906-025407ALR12Y,Y,0906-0254,6/29/09,07ALR12,alarm system / system maintained,,correct - no permit,67797,620  Eddy St,94109,2,3,02N,closed,3/19/15,6,Tenderloin,37.78350602,-122.4180803
0906-025407ILL02,,0906-0254,6/29/09,07ILL02,illumination / repair emergency lighting,,correct - no permit,67797,620  Eddy St,94109,2,3,02N,closed,3/19/15,6,Tenderloin,37.78350602,-122.4180803
0906-025407ILL14,,0906-0254,6/29/09,07ILL14,illumination / exit sign visibility impaired,,correct - no permit,67797,620  Eddy St,94109,2,3,02N,closed,3/19/15,6,Tenderloin,37.78350602,-122.4180803
0907-000807ALR12,,0907-0008,7/2/09,07ALR12,alarm system / system maintained,,correct - no permit,67913,845  California St,94108,1,2,01W,closed,9/27/10,3,Nob Hill,37.79194944,-122.408144
0907-000807REC16Y,Y,0907-0008,7/2/09,07REC16,records / sffd binder for review for 3 years,,correct - no permit,67913,845  California St,94108,1,2,01W,closed,9/27/10,3,Nob Hill,37.79194944,-122.408144
0907-000907PER01,,0907-0009,7/2/09,07PER01,permit / general,,correct - no permit,67910,1100  Sacramento St,94108,1,41,01N,closed,7/2/09,3,Nob Hill,37.79295425,-122.4113839
0907-000907REC16Y,Y,0907-0009,7/2/09,07REC16,records / sffd binder for review for 3 years,,correct - no permit,67910,1100  Sacramento St,94108,1,41,01N,closed,7/2/09,3,Nob Hill,37.79295425,-122.4113839
